longitude\tlatitude\tspeed
-122.510008\t45.59326\t24
-122.508652\t45.592833\t22
-122.507397\t45.592423\t21
-122.506278\t45.59191\t20
-122.505293\t45.591425\t18
-122.50445\t45.591155\t8
-122.503895\t45.591178\t8
-122.503762\t45.591492\t7
-122.503845\t45.591975\t11
-122.503815\t45.592543\t12
-122.503825\t45.593145\t13
-122.503865\t45.593693\t11
-122.50389\t45.594033\t7
-122.503892\t45.594115\t1
-122.503892\t45.594115\t0
-122.503902\t45.594167\t1
-122.504148\t45.594262\t4
-122.504532\t45.594173\t6
-122.504945\t45.594175\t6
-122.50538\t45.594333\t7
-122.505825\t45.59451\t7
-122.506148\t45.594678\t5
-122.506195\t45.594868\t4
-122.505955\t45.594912\t4
-122.505643\t45.594773\t6
-122.505333\t45.594608\t5
-122.564503\t45.558783\t
-122.564307\t45.558773\t3
-122.564185\t45.5586\t4
-122.564078\t45.558445\t0
-122.563837\t45.558362\t4
-122.563205\t45.558598\t9
-122.562528\t45.558858\t11
-122.56204\t45.559072\t8
-122.561885\t45.559197\t3
-122.561847\t45.559233\t0
-122.561647\t45.559447\t6
-122.561302\t45.559825\t10
-122.561008\t45.560337\t12
-122.560965\t45.561005\t15
-122.560897\t45.561715\t15
-122.560458\t45.562443\t17
-122.55971\t45.563107\t18
-122.558885\t45.563762\t19
-122.558138\t45.564355\t17
-122.557408\t45.564932\t16
-122.556642\t45.565502\t17
-122.555795\t45.566143\t19
-122.554935\t45.5668\t19
-122.553988\t45.567517\t21
-122.552952\t45.5683\t23
-122.551865\t45.569128\t24
-122.550742\t45.569977\t25
-122.549632\t45.570852\t25
-122.548543\t45.571775\t26
-122.547523\t45.572742\t26
-122.546638\t45.573722\t25
-122.545868\t45.574735\t25
-122.545202\t45.575775\t25
-122.54459\t45.576862\t25
-122.544112\t45.578008\t26
-122.543767\t45.579177\t26
-122.54355\t45.580353\t26
-122.543462\t45.581545\t26
-122.543495\t45.582758\t26
-122.543662\t45.583967\t26
-122.543955\t45.585143\t26
-122.544378\t45.586312\t26
-122.54492\t45.587448\t26
-122.54554\t45.588538\t25
-122.546168\t45.589563\t24
-122.5468\t45.590583\t24
-122.547428\t45.591593\t24
-122.548018\t45.592588\t23
-122.54855\t45.593612\t24
-122.549022\t45.594622\t23
-122.549428\t45.595595\t22
-122.549777\t45.596528\t21
-122.550077\t45.597447\t20
-122.550333\t45.598357\t20
-122.550558\t45.599298\t21
-122.55074\t45.60027\t21
-122.550902\t45.601253\t21
-122.55105\t45.602222\t21
-122.551168\t45.603177\t21
-122.551258\t45.604078\t19
-122.551332\t45.604832\t16
-122.551182\t45.605368\t11
-122.550527\t45.605612\t12
-122.549787\t45.60535\t13
-122.549227\t45.604707\t17
-122.548858\t45.603872\t19
-122.54854\t45.603038\t18
-122.547903\t45.602413\t17
-122.546852\t45.602112\t18
-122.54551\t45.602017\t21
-122.544013\t45.601808\t23
-122.542493\t45.601483\t24
-122.54096\t45.601138\t22
-122.539395\t45.600797\t25
-122.537812\t45.600423\t25
-122.536177\t45.600032\t26
-122.53452\t45.599638\t27
-122.532855\t45.599247\t27
-122.531188\t45.598862\t27
-122.529542\t45.59848\t26
-122.527945\t45.598097\t26
-122.52639\t45.597727\t25
-122.524858\t45.597362\t25
-122.523368\t45.596977\t24
-122.521862\t45.596562\t25
-122.520343\t45.596145\t25
-122.518787\t45.595723\t25
-122.517243\t45.595297\t25
-122.515687\t45.594868\t26
-122.512565\t45.594012\t25
-122.511073\t45.593578\t24
-122.509648\t45.593142\t24
-122.50828\t45.592705\t23
-122.507023\t45.592265\t21
-122.505928\t45.59173\t20
-122.505038\t45.591313\t16
-122.504483\t45.591158\t11
-122.504245\t45.591138\t3
-122.50404\t45.591142\t0
-122.503805\t45.59131\t5
-122.503835\t45.59167\t8
-122.503888\t45.592165\t11
-122.503863\t45.592723\t12
-122.503868\t45.593297\t12
-122.503907\t45.593805\t11
-122.503913\t45.594097\t6
-122.503907\t45.594117\t0
-122.503903\t45.594117\t0
-122.503935\t45.594203\t1
-122.504222\t45.594252\t6
-122.504617\t45.594153\t6
-122.505043\t45.594202\t6
-122.505453\t45.594363\t7
-122.505873\t45.594537\t7
-122.506175\t45.594707\t5
-122.506163\t45.594893\t3
-122.50589\t45.594878\t5
-122.505587\t45.594747\t5
-122.505322\t45.594583\t5
-122.564493\t45.558805\t
-122.564375\t45.558825\t2
-122.564225\t45.5587\t2
-122.564183\t45.55862\t1
-122.564145\t45.558553\t1
-122.564138\t45.558543\t0
-122.56402\t45.55842\t3
-122.563608\t45.558455\t5
-122.563012\t45.558672\t10
-122.562385\t45.558908\t10
-122.56191\t45.559138\t8
-122.561647\t45.55941\t7
-122.561383\t45.559697\t7
-122.561043\t45.560105\t10
-122.560927\t45.560717\t14
-122.560912\t45.561455\t16
-122.560628\t45.562223\t17
-122.559928\t45.56293\t19
-122.55906\t45.563627\t20
-122.558105\t45.564363\t21
-122.557088\t45.565158\t23
-122.556005\t45.565983\t24
-122.554898\t45.566823\t25
-122.553777\t45.567672\t25
-122.552645\t45.568528\t25
-122.551533\t45.569375\t25
-122.550432\t45.570223\t25
-122.549338\t45.571088\t25
-122.548303\t45.57199\t25
-122.547338\t45.572932\t25
-122.546483\t45.573908\t25
-122.545717\t45.574937\t25
-122.545018\t45.57601\t26
-122.544447\t45.577122\t26
-122.544007\t45.578275\t26
-122.543693\t45.579438\t25
-122.543503\t45.580607\t26
-122.543442\t45.58179\t26
-122.543495\t45.582978\t26
-122.543675\t45.584138\t25
-122.54398\t45.585287\t25
-122.544405\t45.586435\t26
-122.544953\t45.587547\t26
-122.545582\t45.588635\t25
-122.546235\t45.589703\t25
-122.546878\t45.590743\t24
-122.547517\t45.591777\t25
-122.54812\t45.592825\t25
-122.548668\t45.593895\t25
-122.549162\t45.594977\t25
-122.549592\t45.596047\t24
-122.549962\t45.597122\t24
-122.55029\t45.598225\t25
-122.550552\t45.599323\t24
-122.550947\t45.6016\t24
-122.551115\t45.60275\t25
-122.551228\t45.60385\t24
-122.551313\t45.604743\t19
-122.551198\t45.605343\t13
-122.550575\t45.605617\t11
-122.54982\t45.605393\t13
-122.549233\t45.60475\t17
-122.54886\t45.603897\t19
-122.548557\t45.60309\t18
-122.547967\t45.602462\t16
-122.546935\t45.602125\t18
-122.545583\t45.60203\t21
-122.544067\t45.601825\t24
-122.54249\t45.601488\t25
-122.540853\t45.60112\t26
-122.539162\t45.600737\t27
-122.537435\t45.60033\t28
-122.535728\t45.599922\t27
-122.534018\t45.599515\t27
-122.53232\t45.599112\t27
-122.530588\t45.5987\t28
-122.528843\t45.598297\t28
-122.527107\t45.597895\t28
-122.525387\t45.597487\t28
-122.523722\t45.597067\t27
-122.522112\t45.596625\t33
-122.52052\t45.59619\t26
-122.518953\t45.595765\t26
-122.517388\t45.595338\t26
-122.515793\t45.594898\t26
-122.51415\t45.594453\t27
-122.512515\t45.594007\t27
-122.51095\t45.593547\t26
-122.509485\t45.59309\t24
-122.508117\t45.59266\t23
-122.506883\t45.592207\t21
-122.505803\t45.591675\t20
-122.504985\t45.591292\t14
-122.504473\t45.591158\t7
-122.504342\t45.591143\t1
-122.504333\t45.591142\t0
-122.504082\t45.591138\t4
-122.503812\t45.591323\t6
-122.503858\t45.591717\t9
-122.503868\t45.592237\t11
-122.503858\t45.592817\t12
-122.503865\t45.593418\t13
-122.503917\t45.593888\t10
-122.50391\t45.594108\t4
-122.503897\t45.594125\t0
-122.503978\t45.594232\t3
-122.50432\t45.59423\t5
-122.504705\t45.594145\t6
-122.505123\t45.594227\t6
-122.505527\t45.594388\t7
-122.505925\t45.594547\t7
-122.506195\t45.594697\t5
-122.506185\t45.594877\t3
-122.505942\t45.594897\t3
-122.505672\t45.594773\t5
-122.505403\t45.594625\t5
-122.505225\t45.59452\t3
-122.564477\t45.558787\t
-122.564283\t45.558745\t3
-122.564187\t45.558585\t3
-122.56412\t45.558468\t0
-122.564033\t45.558373\t3
-122.563572\t45.558465\t6
-122.562935\t45.558712\t11
-122.562302\t45.558955\t11
-122.561893\t45.559223\t8
-122.561678\t45.559465\t5
-122.561605\t45.559545\t0
-122.561427\t45.559748\t5
-122.561125\t45.56014\t10
-122.561012\t45.560735\t13
-122.560987\t45.561478\t16
-122.560672\t45.562232\t17
-122.559987\t45.562918\t18
-122.55912\t45.563602\t20
-122.558183\t45.564312\t21
-122.557222\t45.565058\t22
-122.55618\t45.565867\t24
-122.555085\t45.566695\t24
-122.553972\t45.567537\t25
-122.552825\t45.568398\t26
-122.551682\t45.56926\t25
-122.550553\t45.570122\t25
-122.54945\t45.570997\t25
-122.548393\t45.571915\t25
-122.547422\t45.572853\t25
-122.54655\t45.573837\t25
-122.545063\t45.57596\t26
-122.544482\t45.577068\t26
-122.544045\t45.57819\t25
-122.54373\t45.579318\t25
-122.543532\t45.580443\t25
-122.543447\t45.581583\t25
-122.54348\t45.582742\t25
-122.543635\t45.583888\t25
-122.543915\t45.585032\t25
-122.544313\t45.58618\t26
-122.544837\t45.587307\t26
-122.545453\t45.588403\t26
-122.546105\t45.58947\t25
-122.546758\t45.590527\t25
-122.547398\t45.591567\t25
-122.548005\t45.592597\t24
-122.548562\t45.593647\t24
-122.549062\t45.594722\t25
-122.54952\t45.595813\t25
-122.54991\t45.596918\t25
-122.550243\t45.598015\t24
-122.550517\t45.599113\t24
-122.550732\t45.600193\t24
-122.550907\t45.601273\t21
-122.551072\t45.60234\t23
-122.551187\t45.603363\t22
-122.551275\t45.604302\t20
-122.551328\t45.604988\t14
-122.551067\t45.605457\t11
-122.550378\t45.605607\t11
-122.549695\t45.605283\t13
-122.549168\t45.604627\t16
-122.54883\t45.603805\t18
-122.548532\t45.603037\t17
-122.547943\t45.602438\t16
-122.546937\t45.60212\t17
-122.545622\t45.602022\t20
-122.544148\t45.601827\t23
-122.542617\t45.601505\t24
-122.541052\t45.601147\t25
-122.53945\t45.60078\t26
-122.537807\t45.600395\t26
-122.536127\t45.600003\t17
-122.534442\t45.599608\t27
-122.53276\t45.599212\t27
-122.531053\t45.59882\t27
-122.529345\t45.598423\t28
-122.527635\t45.598022\t27
-122.525935\t45.59762\t34
-122.524252\t45.597213\t27
-122.522618\t45.596773\t22
-122.520982\t45.596323\t27
-122.519342\t45.595877\t33
-122.517737\t45.595442\t26
-122.516152\t45.595008\t26
-122.514573\t45.594573\t26
-122.513013\t45.594148\t25
-122.511495\t45.593722\t25
-122.510045\t45.593278\t24
-122.508682\t45.592847\t23
-122.507448\t45.592452\t20
-122.506355\t45.591957\t20
-122.505423\t45.591497\t17
-122.504618\t45.5912\t13
-122.504008\t45.591157\t9
-122.503768\t45.591362\t6
-122.503812\t45.591757\t9
-122.503842\t45.592262\t11
-122.503833\t45.592757\t10
-122.503842\t45.593203\t9
-122.503873\t45.593665\t10
-122.503895\t45.594025\t7
-122.503952\t45.594227\t3
-122.504292\t45.594262\t7
-122.504703\t45.594175\t7
-122.505118\t45.594253\t6
-122.505515\t45.594415\t7
-122.505927\t45.59458\t7
-122.506192\t45.594752\t5
-122.506123\t45.594923\t3
-122.505847\t45.59489\t4
-122.505558\t45.594735\t5
-122.505292\t45.59458\t5
(465 rows)
